region,year,model,30,60,90,120,180,270,360,365,ISL,IISL,mid90,-270,-180,-120,-90,-60,-30
27,2019,XGB,1.9141263710439707,1.2967499303722214,0.939739588605389,0.7910245897844829,0.594713096152453,0.4371554522523404,0.4881269611029588,0.5077496740945397,0.2535202313934386,0.1237908049398942,0.12861202654850873,0.36597791408253055,0.4306642652556238,0.5907751425052593,0.742405731380567,1.0127326403441355,1.51585172843636
27,2019,RandomForest,,,,,,,,,,,,,,,,,
27,2019,SVM,4.046617848533259,3.1532526401944128,2.4695167647481706,2.0194404427953088,1.4941253592964325,1.138686102914186,1.1804930948626113,1.2422831690986351,0.5295716361274917,0.4317569152206069,0.43585733294567314,0.8456093340997697,1.012189206606673,1.3125495561461986,1.5887328812325512,2.027122341206521,2.8194740223373214
27,2019,KNN,6.664771403730013,4.760785771664212,3.612486500826138,2.93128557422108,2.14516637213931,1.6031649405762167,1.6231833515878453,1.7002916134397896,0.6941498004378915,0.5251843155785101,0.5376067891959052,1.0808268819895093,1.288951080192078,1.6840298145652752,2.044812049710495,2.623983943660574,3.6615595830742516
27,2019,LSTM,3.1215468160616893,1.9239977333602407,1.356047163811005,1.1041564442167575,0.8022881045345377,0.5804882611475695,0.6360724338835314,0.6920455626527778,0.2546819236944756,0.1393530170779322,0.13722079043644736,0.47704287390467176,0.5989339129032881,0.8330423028290651,1.060946208267564,1.5145987148707225,2.386413008779729
27,2019,FeedForwardNN,3.3212153930859345,1.978261076599406,1.39016454325095,1.1246974206309772,0.804293962406408,0.5829166640623685,0.5916656838716947,0.6094374227446712,0.22493305468236088,0.14262181513366806,0.1344673255426187,0.3562776002513898,0.4289873852754632,0.5799154697460426,0.7196017758458865,0.9621892082585474,1.4789441521272095
27,2020,HBA,,,,,,,,,,,,,,,,,
27,2020,Alaton,,,,,,,,,,,,,,,,,
27,2020,Benth,,,,,,,,,,,,,,,,,
27,2020,XGB,2.737334308766957,1.5821206736315685,1.1559257265500944,0.9280981804646175,0.669727317298886,0.4917786460105075,0.4942713089300447,0.49004050381835634,0.18352890804767769,0.13588130343375046,0.12048275377717932,0.27086249243271193,0.3223058159633095,0.4259826463849957,0.5003895502959577,0.6232761154876522,0.49468218346999987
27,2020,RandomForest,,,,,,,,,,,,,,,,,
27,2020,SVM,4.475868112043098,3.0347866962317904,2.399672819496767,2.0041784828447042,1.5010556416750285,1.1456073461098866,1.1884023689719418,1.2048199667468322,0.6024384638532899,0.4347107549796029,0.4261141077460671,0.811910259135136,0.9323094446368679,1.195832438832629,1.422316846763735,1.802202195980299,2.0641754058539923
