region,oos_year,model,resid_sd,cdd_sd_own,payoff_sd_own,cdd_sd_common,cov_rpi,corr_rpi,N_star,V_own,K,TTM,he_sv_own,he_sv_common,win_corr,actual_cCDD,actual_revenue
27,2019,Alaton,3.188,52.06,1041.16,25.22,-33187.03,-0.2706,0.03061,3455.6953,503.7,0.6658,0.0471,0.0,-0.304,711.41,1264.0
27,2019,Benth,3.139,50.79,1015.86,50.39,-34532.94,-0.2919,0.03346,3448.8798,503.7,0.6658,0.0615,0.0495,-0.304,711.41,1264.0
27,2019,XGB,3.124,50.54,1010.59,50.62,-33261.01,-0.2826,0.03257,3421.6854,503.7,0.6658,0.0584,0.0495,-0.304,711.41,1264.0
27,2019,WaveletFNN,3.968,75.92,1489.5,49.74,-72150.04,-0.3966,0.03252,3091.5573,503.7,0.6658,0.1108,0.0304,-0.304,711.41,1264.0
27,2019,LSTM,2.962,43.71,874.17,50.73,-26366.57,-0.2651,0.0345,4425.0258,503.7,0.6658,0.0466,0.071,-0.304,711.41,1264.0
27,2019,FeedForwardNN,3.156,50.12,1002.42,50.47,-34276.8,-0.2952,0.03411,3911.171,503.7,0.6658,0.0627,0.0624,-0.304,711.41,1264.0
27,2020,HBA,3.293,45.22,784.63,42.83,-9055.87,-0.0928,0.01471,873.4288,148.9,0.4137,0.0063,0.0067,-0.256,257.25,1344.0
27,2020,Alaton,4.534,64.97,1109.83,46.84,-21518.32,-0.1516,0.01747,1165.594,148.9,0.4137,0.0191,0.003,-0.256,257.25,1344.0
27,2020,Benth,3.255,44.13,773.99,44.44,-10368.77,-0.1067,0.01731,917.0737,148.9,0.4137,0.011,0.0073,-0.256,257.25,1344.0
27,2020,XGB,3.244,44.44,749.29,44.43,-6909.18,-0.0721,0.01231,798.5962,148.9,0.4137,0.0024,0.0062,-0.256,257.25,1344.0
27,2020,WaveletFNN,3.947,59.35,1125.97,42.97,-18167.15,-0.1281,0.01433,1643.2429,148.9,0.4137,0.0124,0.0034,-0.256,257.25,1344.0
27,2020,LSTM,3.053,41.13,771.17,49.5,-8673.35,-0.09,0.01458,1121.8031,148.9,0.4137,0.0059,0.0089,-0.256,257.25,1344.0
27,2020,FeedForwardNN,3.326,45.85,896.92,46.12,-12138.68,-0.1083,0.01509,1771.6254,148.9,0.4137,0.0091,0.0039,-0.256,257.25,1344.0
27,2021,HBA,3.142,46.4,927.95,45.33,-26729.68,-0.2135,0.03104,3786.7138,511.8,0.6658,0.035,0.0297,-0.204,531.65,976.0
27,2021,Alaton,3.125,48.15,962.95,24.38,-29192.96,-0.2267,0.03148,3583.5678,511.8,0.6658,0.0442,0.0,-0.204,531.65,976.0
27,2021,Benth,3.079,46.21,924.26,45.95,-26785.23,-0.2184,0.03135,3740.9369,511.8,0.6658,0.0359,0.0253,-0.204,531.65,976.0
27,2021,XGB,3.061,45.86,917.15,46.01,-24133.19,-0.1995,0.02869,3899.4043,511.8,0.6658,0.0289,0.0232,-0.204,531.65,976.0
27,2021,WaveletFNN,3.985,73.75,1474.01,46.05,-67719.93,-0.3387,0.03117,4535.256,511.8,0.6658,0.095,0.033,-0.204,531.65,976.0
27,2021,LSTM,3.003,43.65,856.31,46.16,-19698.6,-0.1665,0.02686,1762.1278,511.8,0.6658,0.0212,0.0294,-0.204,531.65,976.0
27,2021,FeedForwardNN,3.192,50.05,805.21,45.81,-20262.6,-0.1802,0.03125,904.2807,511.8,0.6658,0.0219,0.0216,-0.204,531.65,976.0
27,2022,HBA,2.99,48.25,964.79,48.52,-18218.03,-0.1408,0.01957,3105.6394,456.1,0.5808,0.0116,0.012,-0.123,672.79,1072.0
27,2022,Alaton,3.596,65.58,1281.06,28.76,-31429.44,-0.1824,0.01915,2595.4976,456.1,0.5808,0.0228,0.0,-0.123,672.79,1072.0
27,2022,Benth,2.961,48.21,963.48,48.83,-17749.97,-0.1376,0.01912,3057.9248,456.1,0.5808,0.0115,0.0139,-0.123,672.79,1072.0
27,2022,XGB,2.96,48.15,962.91,48.58,-19374.84,-0.1493,0.0209,3139.594,456.1,0.5808,0.0138,0.0154,-0.123,672.79,1072.0
27,2022,WaveletFNN,3.779,71.66,1430.44,48.6,-39160.37,-0.2029,0.01914,3367.0408,456.1,0.5808,0.0218,0.0095,-0.123,672.79,1072.0
27,2022,LSTM,2.766,41.59,831.7,48.73,-13870.31,-0.1294,0.02005,4946.3418,456.1,0.5808,0.0106,0.0153,-0.123,672.79,1072.0
27,2022,FeedForwardNN,2.941,47.09,941.73,49.27,-18025.14,-0.1458,0.02032,4029.2146,456.1,0.5808,0.0141,0.0082,-0.123,672.79,1072.0
27,2023,HBA,3.659,26.85,459.32,23.53,1102.74,0.018,-0.00523,478.7495,39.3,0.3288,0.0002,-0.0001,0.108,27.65,1040.0
27,2023,Alaton,3.668,27.17,470.15,36.13,324.1,0.0052,-0.00147,460.8865,39.3,0.3288,-0.0,0.0005,0.108,27.65,1040.0
27,2023,Benth,3.598,25.87,448.94,24.98,372.92,0.0062,-0.00185,486.3326,39.3,0.3288,0.0,0.0009,0.108,27.65,1040.0
27,2023,XGB,3.572,26.06,450.35,25.72,893.46,0.0149,-0.00441,475.3939,39.3,0.3288,0.0002,0.0,0.108,27.65,1040.0
27,2023,WaveletFNN,4.178,35.1,657.29,23.34,1108.5,0.0127,-0.00257,788.9288,39.3,0.3288,0.0001,0.0002,0.108,27.65,1040.0
27,2023,LSTM,3.409,23.56,434.19,29.82,773.18,0.0133,-0.0041,595.6828,39.3,0.3288,0.0002,-0.0,0.108,27.65,1040.0
27,2023,FeedForwardNN,3.533,27.33,540.66,29.16,1052.56,0.0147,-0.0036,1145.4694,39.3,0.3288,0.0002,0.0002,0.108,27.65,1040.0
27,2024,HBA,3.369,25.03,414.99,22.01,873.39,0.016,-0.00507,384.8134,39.1,0.3288,0.0004,0.0002,0.167,67.27,848.0
27,2024,Alaton,3.595,27.67,471.2,34.31,2095.86,0.0342,-0.00944,440.708,39.1,0.3288,0.0011,0.0029,0.167,67.27,848.0
27,2024,Benth,3.31,24.31,406.76,23.96,154.25,0.0029,-0.00093,395.4531,39.1,0.3288,-0.0,0.0001,0.167,67.27,848.0
27,2024,XGB,3.316,25.87,446.69,26.15,941.47,0.016,-0.00472,456.8131,39.1,0.3288,0.0004,0.0008,0.167,67.27,848.0
27,2024,WaveletFNN,3.77,38.25,754.59,26.1,7662.71,0.0768,-0.01346,1185.4545,39.1,0.3288,0.0043,0.0011,0.167,67.27,848.0
27,2024,LSTM,3.152,23.78,428.78,29.2,947.58,0.017,-0.00515,547.7141,39.1,0.3288,0.0002,0.0009,0.167,67.27,848.0
27,2024,FeedForwardNN,3.391,24.8,456.44,24.5,2265.9,0.0379,-0.01088,628.9828,39.1,0.3288,0.001,0.0001,0.167,67.27,848.0
28,2015,HBA,2.549,52.39,1030.12,50.8,-41725.68,-0.4217,0.03932,1994.9888,479.6,0.5808,0.153,0.1022,-0.436,538.55,1536.0
28,2015,Alaton,2.572,54.33,1052.03,50.98,-41131.87,-0.4104,0.03716,1835.9425,479.6,0.5808,0.1483,0.1343,-0.436,538.55,1536.0
28,2015,Benth,2.565,54.12,1055.21,51.28,-42019.18,-0.4159,0.03774,1989.2502,479.6,0.5808,0.1513,0.1222,-0.436,538.55,1536.0
28,2015,XGB,2.522,51.7,1009.5,51.88,-39943.73,-0.4122,0.0392,1861.3668,479.6,0.5808,0.1487,0.1451,-0.436,538.55,1536.0
28,2015,WaveletFNN,2.731,59.77,1174.99,53.34,-53449.89,-0.4691,0.03872,2334.1565,479.6,0.5808,0.1961,0.1699,-0.436,538.55,1536.0
28,2015,LSTM,2.304,41.54,805.2,54.43,-24416.86,-0.3247,0.03766,1484.7573,479.6,0.5808,0.0943,0.2116,-0.436,538.55,1536.0
28,2015,FeedForwardNN,2.458,45.39,795.28,53.66,-24316.05,-0.3198,0.03845,971.4258,479.6,0.5808,0.0903,0.1518,-0.436,538.55,1536.0
28,2016,HBA,2.536,52.47,1035.72,51.01,-40760.4,-0.405,0.038,2125.9804,480.8,0.5808,0.128,0.0963,-0.418,510.95,1040.0
28,2016,Alaton,2.558,54.51,1058.65,52.35,-41902.27,-0.4068,0.03739,1972.2144,480.8,0.5808,0.1367,0.1395,-0.418,510.95,1040.0
28,2016,Benth,2.549,54.13,1060.63,51.64,-40286.54,-0.3928,0.03581,2078.9827,480.8,0.5808,0.1186,0.1055,-0.418,510.95,1040.0
28,2016,XGB,2.509,51.65,1011.85,51.91,-40096.88,-0.4071,0.03916,2033.7742,480.8,0.5808,0.1338,0.1178,-0.418,510.95,1040.0
28,2016,WaveletFNN,2.713,58.8,1167.79,53.35,-52989.92,-0.4616,0.03886,2664.8368,480.8,0.5808,0.1738,0.1576,-0.418,510.95,1040.0
28,2016,LSTM,2.295,39.26,477.48,52.32,-11218.54,-0.2418,0.04921,327.2009,480.8,0.5808,0.046,0.1241,-0.418,510.95,1040.0
28,2016,FeedForwardNN,2.442,44.58,720.82,52.39,-21499.66,-0.3084,0.04138,745.2518,480.8,0.5808,0.0785,0.1329,-0.418,510.95,1040.0
28,2017,HBA,2.305,49.43,981.45,48.61,-27677.01,-0.22,0.02873,2226.5841,692.2,0.6658,0.0237,0.0318,-0.39,854.54,1520.0
28,2017,Alaton,2.359,53.39,1046.05,50.17,-33102.55,-0.2487,0.03025,2026.3898,692.2,0.6658,0.0337,0.0236,-0.39,854.54,1520.0
28,2017,Benth,2.354,52.56,1041.4,49.49,-34240.49,-0.2566,0.03157,2218.5171,692.2,0.6658,0.0392,0.0238,-0.39,854.54,1520.0
28,2017,XGB,2.285,49.06,970.58,49.82,-28191.93,-0.2305,0.02993,2091.4077,692.2,0.6658,0.0288,0.0306,-0.39,854.54,1520.0
28,2017,WaveletFNN,2.502,57.02,1140.36,48.77,-39893.86,-0.2835,0.03068,3818.069,692.2,0.6658,0.0416,0.0376,-0.39,854.54,1520.0
28,2017,LSTM,2.131,39.85,796.83,49.77,-20748.47,-0.2086,0.03268,2660.3207,692.2,0.6658,0.0273,0.0534,-0.39,854.54,1520.0
28,2017,FeedForwardNN,2.251,43.63,872.5,49.82,-25563.71,-0.2349,0.03358,3257.9218,692.2,0.6658,0.0322,0.042,-0.39,854.54,1520.0
28,2018,HBA,2.542,19.48,343.42,16.64,1080.74,0.0236,-0.00916,344.631,29.7,0.3288,-0.0,0.0011,0.259,70.76,1376.0
28,2018,Alaton,2.575,19.54,350.73,18.71,1060.25,0.0226,-0.00862,404.7592,29.7,0.3288,-0.0,0.0011,0.259,70.76,1376.0
28,2018,Benth,2.578,19.94,364.51,17.22,2459.05,0.0506,-0.01851,436.6504,29.7,0.3288,0.0015,0.0005,0.259,70.76,1376.0
28,2018,XGB,2.516,19.02,335.08,19.21,1914.18,0.043,-0.01705,358.8521,29.7,0.3288,0.0013,0.0005,0.259,70.76,1376.0
28,2018,WaveletFNN,2.73,20.13,359.78,19.44,2312.23,0.0484,-0.01786,394.6429,29.7,0.3288,0.0017,0.0017,0.259,70.76,1376.0
28,2018,LSTM,2.361,19.67,381.34,25.67,3136.01,0.0622,-0.02156,550.2209,29.7,0.3288,0.0021,0.003,0.259,70.76,1376.0
28,2018,FeedForwardNN,2.668,27.27,544.83,27.49,8616.31,0.1166,-0.02903,1321.6732,29.7,0.3288,0.0075,0.009,0.259,70.76,1376.0
